,uri,first_artist_name,track_name,track_duration_ms,track_popularity,is_track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,lyrics
New Music Friday_24,spotify:track:3i0FkJYlU4MFfYkjFHXXAM,Sam Smith,I'm Not Here To Make Friends,229604,83,False,0.698,0.895,0,-4.439,1,0.0628,0.172,1.45e-05,0.409,0.838,114.914,4,"I’m Not Here To Make Friends Lyrics[Intro: RuPaul & Jessie Reyez]
If you can't love yourself
How in the hell you gon' love somebody else?
Can I get a amen in here?
You gotta, you gotta ask me
Yeah, I'm goin' to the party
But I'm not goin' to make friends
I need a lover

[Verse 1: Sam Smith]
Everybody's looking for somebody
For somebody to take home
I'm not the exception
I'm a blessing of a body to love on

[Pre-Chorus: Sam Smith]
If you want it bad tonight (Ooh, ooh)
Come by me and drop a line (Ooh, ooh-ooh)
Put your aura into mine (Ooh, ooh-ooh)
Don't be scared if you like it
I could fill you up with life (Ooh, ooh)
I could ease your appetite (Ooh, ooh-ooh)
Know you've never been this high (Ooh, ooh-ooh)
Don't be scared if you like it

[Chorus: Sam Smith & Jessie Reyez]
'Cause I'm not here to make friends
No, I'm not here to make friends (Yeah)
'Cause I'm not here to make friends
I need a lover (I need a lover)
I need a lover (I need a lover)
You might also like[Verse 2: Sam Smith]
I'm just being honest, baby
I just need a partner when the lights come on
(When the lights come on) Yeah, yeah
Thirty almost got me and I'm so over love songs, yeah

[Pre-Chorus: Sam Smith]
So if you want it bad tonight (Ooh, ooh)
Come by me and drop a line (Ooh, ooh-ooh)
Though you've never been this high (Ooh, ooh-ooh)
Don't be scared if you like it

[Chorus: Sam Smith & Jessie Reyez]
'Cause I'm not here to make friends
No, I'm not here to make friends (Yeah)
'Cause I'm not here to make friends
I need a lover (I need a lover)
I need a lover (I need a lover)

[Post-Chorus: Sam Smith & Jessie Reyez, Jessie Reyez]
I need a la-la-la-la-la-la-la-la-la
I need a la-la-la-la-la-la-la-la-la
I need a la-la-la-la-la-la-la-la-la
I need a lover (I need a lover)
I need a lover (I need a lover)
[Verse 3: Sam Smith]
Everybody's looking for somebody
For somebody to take home
I'm not the exception
I'm a blessing of a body to love on

[Chorus: Jessie Reyez & Sam Smith]
'Cause I'm not here to make friends
No, I'm not here to make friends
'Cause I'm not here to make friends
I need a lover (I need a lover)
I need a lover (I need a lover)

[Post-Chorus: Sam Smith & Jessie Reyez, Jessie Reyez]
I need a la-la-la-la-la-la-la-la-la
I need a la-la-la-la-la-la-la-la-la
I need a la-la-la-la-la-la-la-la-la
I need a lover, I need a lover
I need a la-la-la-la-la-la-la-la-la
I need a la-la-la-la-la-la-la-la-la
I need a la-la-la-la-la-la-la-la-la
I need a lover (I need a lover)
I need a lover (I need a lover)Embed"
New Music Friday_25,spotify:track:73vIOb4Q7YN6HeJTbscRx5,Oliver Tree,Miss You,206000,89,True,0.587,0.742,6,-6.64,0,0.0529,0.0128,0.00107,0.146,0.199,145.007,4,"Miss You Lyrics[Verse: Oliver Tree]
Don't remind me
I'm mindin' my own damn business
Don't try to find me
I'm better left alone than in this
It doesn't surprise me
Do you really think that I could care?
If you really don't like me
Find somebody else, it could be anyone else out there

[Chorus: Oliver Tree]
Don't fret
I don't ever wanna see you
And I never wanna meet you again
One thing
When you're angry, you're a jerk
And then you treat me like I'm worth nothin'
Don't fret
I don't ever wanna see you
And I nеver wanna meet you again
It'll happen again
I watch it happen ovеr and over again
Don't fret
I don't ever wanna see you
And I never wanna meet you again
One thing
When you're angry, you're a jerk
And then you treat me like I'm worth nothin'
You might also like[Verse: Oliver Tree]
Don't remind me
I'm mindin' my own damn business
Don't try to find me
I'm better left alone than in this
It doesn't surprise me
Do you really think that I could care?
If you really don't like me
Find somebody else, it could be anyone else out there

[Chorus: Oliver Tree]
Don't fret
I don't ever wanna see you
And I never wanna meet you again
One thing
When you're angry, you're a jerk
And then you treat me like I'm worth nothin'
Don't fret
I don't ever wanna see you
And I never wanna meet you again
It'll happen again
I watch it happen over and over again
Don't fret
I don't ever wanna see you
And I never wanna meet you again
One thing
When you're angry, you're a jerk
And then you treat me like I'm worth nothin'12Embed"
New Music Friday_26,spotify:track:59uQI0PADDKeE6UZDTJEe8,Morgan Wallen,Last Night,163854,84,True,0.517,0.675,6,-5.382,1,0.0357,0.459,0,0.151,0.518,203.853,4,"Last Night Lyrics[Chorus]
Last night we let the liquor talk
I can't remember everything we said but we said it all
You told me that you wish I was somebody you never met
But baby, baby somethin's tellin' me this ain't over yet
No way it was our last night

[Verse 1]
I kiss your lips
Make you grip the sheets with your fingertips
Last bottle of Jack we split a fifth
Just talk about life goin' sip for sip
You, you know you love to fight
And I say shit I don't mean
But I'm still gon' wake up wantin' you and me

[Chorus]
I know that last night we let the liquor talk
I can't remember everything we said but we said it all
You told me that you wish I was somebody you never met
But baby, baby somethin's tellin' me this ain't over yet
No way it was our last night
No way it was our last night

[Verse 2]
No way it was the last night that we break up
I see your tail lights in the dust
You call your momma, I call your bluff
In the middle of the night, pull it right back up
Yeah my, my friends say let her go
Your friends say what the hell
I wouldn't trade your kind of love for nothin' else
See Morgan Wallen LiveGet tickets as low as $66You might also like[Chorus]
Oh baby, last night we let the liquor talk
I can't remember everything we said but we said it all
You told me that you wish I was somebody you never met
But baby, baby somethin's tellin' me this ain't over yet

[Post-Chorus]
No way it was our last night, we said we'd had enough
I can’t remember everything we said but we said too much
I know you packed your shit and slammed the door right before you left
But baby, baby somethin’s tellin’ me this ain’t over yet
No way it was our last night
No way it was our last night

[Outro]
I know you said this time you really weren’t coming back again
But baby, baby somethin’s tellin’ me this ain’t over yet
No way it was our last night
No way it was our last night1Embed"
New Music Friday_27,spotify:track:4FAKtPVycI4DxoOHC01YqD,Yandel,Yandel 150,216148,82,True,0.783,0.729,6,-3.549,0,0.0691,0.0492,0.000272,0.1,0.58,167.968,4,"Yandel 150 Lyrics[Letra de ""Yandel 150""]

[Intro: Yandel & Feid]
Déjate ver, dime si hoy vas pa' la calle, bebé
'Toy en el case pensándote otra vez
Quiero pichear, pero me salió al revés
Mi amor, a las dos paso por ti, ve arreglándote
Hoy to' corre por la mía, relájate
Prometí que no iba a hacerte daño
Así me sienta' extraño, soy el que se quedó en tu piel

[Pre-Coro: Feid]
Y mientras (Y mientras) me calientas (Me calientas)
Veo todo lo quе nunca me cuentas (Me cuеntas)
El party es más cabrón si tú te sueltas

[Coro: Yandel & Feid]
Dale hasta abajo que ese culo responde
Bebé, no te haga', tú eres under
Yo sé to' lo que tú esconde', eh-eh
Tú y yo vamo' a hacer más de una noche, eh-eh
Y mientras (Y mientras) me calientas (Me calientas)
Veo todo lo que nunca me cuentas (Me cuentas)
El party es más cabrón si tú te sueltas
E-E-El party es más cabrón si tú te sueltas
You might also like[Verso 1: Yandel]
Tú ya-Tú ya sabe' lo que quiero, baby, fluya
A ti mucha' te envidian, pero tú estás en la tuya
Mamá, un baile privado pa'l que no sepa na'
Y ya bajamo' tensión
Vine a buscarte, tú sabes la intención
Perreamo' esta canción
Después me dice', ma, que te pareció
Y yo no sé, pero me dio contigo
Estaba ruteando, pensándote y salí del caserío
Quiero probarte, que sea esta noche
Bebé, me traje la corta por si me meto en un lío

[Coro: Feid]
Dale hasta abajo que ese culo responde
Bebé, no te haga', tú eres under
Yo sé to' lo que tú esconde', eh-eh
Tú y yo vamo' a hacer más de una noche, eh-eh
Y mientras (Y mientras) me calientas (Me calientas)
Veo todo lo que nunca me cuentas (Me cuentas)
El party es más cabrón si tú te sueltas
E-E-El party es más cabrón si tú te sueltas

[Verso 2: Feid]
'Toy en el punto, bebé, pero estoy pendiente de ti
Los peine' están full, la moto full de gasoli
Gafitas Oakley, machea con la white tee
Me dice ""FERXXO"", qué rico se lo metí
Esa noche 'e jangueo, de fumeteo
Contigo to' los partie' son de perreo
Bebé, cuando te veo, yo te leo
Tú te pierde', mami, yo te rastreo, oh
Baby, me la paso joseando, no tengo de otra
Hagamo' que esta noche sea larga, bebé, porque la vida e' muy corta
[Coro: Yandel & Feid]
Dale hasta abajo, que ese culo responde
Bebé, no te haga', tú eres under
Yo sé to' lo que tú esconde', eh-eh
Tú y yo vamo' a hacer más de una noche, eh-eh
Y mientras (Y mientras) me calientas (Me calientas)
Veo todo lo que nunca me cuentas (Me cuentas)
El party es más cabrón si tú te sueltas
El party es más cabrón si tú te sueltas

[Outro: Yandel]
Resistencia
Square Houze
Jajajajajajajaja3Embed"
New Music Friday_28,spotify:track:38T0tPVZHcPZyhtOcCP7pF,Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),210575,85,True,0.637,0.715,2,-4.971,0,0.0455,0.148,0,0.0892,0.308,141.872,4,"Lil Nas X - STAR WALKIN’ (League of Legends Worlds Anthem) (中文翻译) Lyrics[副歌]
只要我尚存一息 就莫要说我一败涂地
与月光赛跑 我正倍道而进
我正朝着繁星的方向 已为远航准备就绪
我正星际漫步
只要我尚存一息 就莫要说已前功尽弃
与月光赛跑 我正倍道而进
我朝着繁星的方向 已为远航准备就绪
我正漫步于星光之上

[主歌 1]
肩负高空飞升之使命
我深知 我将因追寻我并非渴望的生活 而赴汤蹈火
未曾听从回复 曾也从智者身上汲取教训

[预副歌]
你永远都不应该 听从未曾实践之人的建议
他们说我绝对无法开拓新机
他们说我永远无法望见光明
这便是为何 我每次都得摒除一切杂念

[副歌]
只要我尚存一息 就莫要说我一败涂地
与月光赛跑 我倍道而进
我朝着繁星的方向 已为远航准备就绪
我正漫步于星光之上
只要我尚存一息 就莫要说已前功尽弃
与月光赛跑 我倍道而进
我朝着繁星的方向 已为远航准备就绪
我正漫步于星路之上
You might also like[主歌 2]
自我母亲将我生出时 就未曾改变
感谢上帝 感谢父亲未曾担起责任
证明他们大错特错 这种事好似习以为常
为何敬奉英雄 你明明能够与之联盟 (加入他们)
这些伙计都不喜欢我 他们不爱我
或许他们是想与我斗争
战啊 那就来一探究竟 争个你输我赢
他们曾将我尽数贬低 可我未曾痛哭
为何选择了我
智者这样说道

[预副歌]
莫要将价值耗费于 难以付诸行动之人
他们说我绝对无法开拓新机
他们说我永远无法望见光明
这便是为何 我每次都得将一切杂念摒除而尽

[副歌]
只要我还有一口气 就莫要说我一败涂地
与月光赛跑 我加速向前
我朝着繁星的方向 已为远航准备就绪
我正漫步于星路之上
只要我尚存一息 就莫要说我满盘皆输
与月光赛跑 我加速向前
我朝着繁星的方向 已为远航准备就绪
我正漫步星上
[尾奏]
只要我尚存一息 就莫要说我一败如水
与月光赛跑 我倍道而进
我朝着繁星的方向 已为远航准备就绪
我正漫步于星路之上Embed"
New Music Friday_29,spotify:track:1bDbXMyjaUIooNwFE9wn0N,Drake,Rich Flex,239359,89,True,0.561,0.52,11,-9.342,0,0.244,0.0503,1.86e-06,0.355,0.424,153.15,3,"TranslationsPortuguêsРусскийEspañolRich Flex Lyrics[Part I]

[Intro: 21 Savage & Young Nudy]
Go buy a zip of weed, hit the club
Pay for 'bout ten niggas to get in
We crunk, lit, in this bitch, yeah
Know we walk around the world
Steppin', not givin a damn 'bout where our feet land at, yeah
Get your ass mushed, smooshed (6ix)
Yeah, 21, the biggest
Put a nigga in the chicken wing, pussy

[Chorus: Drake & 21 Savage]
21, can you do somethin' for me? (21)
Can you hit a lil' rich flex for me? (21)
And 21, can you do somethin' for me? (21, 21)
Drop some bars to my pussy ex for me
Then 21 (21), can you do somethin' for me? (Yeah)
Can you talk to the opps necks for me? (Okay)
21, do your thing 21, do your thing (21)
Do your thing, 21, do your thing

[Verse: 21 Savage]
Yellow diamonds in the watch, this shit cost a lot
Never send a bitch your dot, that's how you get shot
I DM in Vanish Mode, I do that shit a lot
Took her panties off and this bitch thicker than the plot
All my exes ain't nothin', them hoes busted
If my opps ain't rappin', they ass duckin'
You ain't ready to pull the trigger, don't clutch it
I know you on your period baby, can you suck it?
I'm a savage (21)
Smack her booty in Magic (21, 21)
I'll slap a pussy nigga with a ratchet (Pussy)
I might slap a tracker on his whip and get the addy (Pussy)
Don't call me on Christmas Eve, bitch, call your daddy (21)
Bitch, call your uncle (21), bitch, don't call me (21)
Always in my ear, your ho a flea (Fuck)
Why my opps be posting guns and only use they feet? (21)
Paid like an athlete, I got—
You might also like[Segue: Drake]
All you hoes, all of you hoes need to remember who y'all talkin' to
It's a Slaughter Gang CEO
I got dick for you if I'm not workin', girl
If I'm busy then fuck no
You need to find you someone else to call
When your bank account get low, you need to find you someone—

[Part II]

[Intro: Drake]
Ayy, ayy, ayy, ayy, ayy
I'm on that Slaughter Gang shit, ayy, murder gang shit
Ayy, Slaughter Gang shit, ayy, murder gang shit, ayy

[Verse: Drake]
Sticks and stones, chrome on chrome
That's just what a nigga on
Internet clones, got 'em kissin' through the phone
Pussies cliquin' up so they don't feel alone, ayy
Nan' nigga seein' me, I'm Young Money CMB
I used to roll with CMG, the house is not a BNB
The bad bitches waitin' on a nigga like I'm PND
I'm steady pushin' P, you niggas pushing PTSD
I told her ass to kiss me in the club, fuck a TMZ
I used to want a GMC, when Woe was doing BNE
We revvin' up and goin' on a run like we DMC
I layup with her for a couple days, then its BRB
You rappers love askin' if I fucked, when you know we did
When you know we did
She came in heels but she left out on her cozy shit
Ayy, I'm livin every twenty-four like Kobe did
Shoutout to the 6ix, R.I.P to 8
Swear this shit is gettin' ate, I'm on ten for the cake
Get a lot of love from twelve, but I don't reciprocate
Fifty-one division stay patrollin' when it's late
21 my addy, so the knife is on the gate
All the dawgs eatin' off a Baccarat plate
Niggas see Drake and they underestimate
Take it from a vet', that's a rookie ass mistake, ayy
[Outro: Drake & Young Nudy]
Ah, what, what
Slaughter Gang shit, ayy, murder gang shit
Ayy, Slaughter Gang shit, ayy, murder gang shit
Ayy, Slaughter Gang shit, ayy, murder gang shit
On God
Boy, look, you the motherfuckin' man, boy, you, ooh
You is the man, you hear me?28Embed"
New Music Friday_30,spotify:track:2mnXxnrX5vCGolNkaFvVeM,Arcángel,La Jumpa,255693,85,True,0.887,0.234,9,-14.52,1,0.178,0.111,0.67,0.13,0.197,140.02,4,"TranslationsEnglishDeutschLa Jumpa Lyrics[Letra de ""La Jumpa""]

[Intro: Arcángel]
Ajá
Yao
Arcángel, pa
Once a—
¡Wuh-uh!

[Verso 1: Arcángel]
A ella no le gusta el reggaetón
Pero le encanta cómo canta la sensación (Yeah)
No fue mi intención (Yeah, yeah)
Quedarme con to'a la atención
Vivo en una mansión y no me sé ni la dirección (Oh my God)
Está cabrón, muy cabrón
Papi Arca, pídanme la bendición (Ah; ¡auh!), prra
Joder (Tío), mi casa es un hotel y se ve cabrona la vista (Hermoso)
En ella puedo aterrizar un avión, solo me falta la pista (Wow)
Imposible que falle esta combinación (No), de flow una ensalada mixta (Ajá)
Palomo, no insista', cuando se habla de grandеza no estás en la lista
No, nevеrland
Los desmonto como Legoland (Yap, yah)
Y si yo te señalo los míos te los dan (Pa-pa-pa)
Y vas pa' dentro, pero de la van
Del cuello pa'rriba hace mucho frío (Uy)
Yo llego y cae nieve en el caserío (Yessir)
Dejando sin regalo' a estos malparíos'
Santa Claus con la esencia del Grinch metío' (Rrra)
You might also like[Coro: Arcángel & Bad Bunny]
Y yo la vi, anda con do', la amiga me miró
Al VIP se pegó, claro que sí, claro que entró
Hola, mi nombre es Arcángel, un gusto, un placer
Hoy tú te va' con una leyenda que no va a volver a nacer, no (Ey)
Y ya la vi, anda con do', la amiga me miró
Al VIP se pegó, claro que sí, claro que entró
Hola, jaja, mi nombre es Bad Bunny, un gusto, un placer
Aprovéchame hoy, que obliga'o no me vuelve' a ver (Ey, ey)

[Verso 2: Bad Bunny]
Tu baby quiere que la rompa (Bellaca), je
Luka, stepback, la jumpa (Ey)
Tú estás loco por vender el alma, pero ni el diablo te la compra (Jaja)
Yo no tengo compe (Nah), pregúntaselo a tu compa (¡No!)
To' el mundo ya sabe, por eso Bad Bunny ni ronca (Amén)
A mí me escuchan los abuelo' y sus nietecito' maleante' (Prr)
Tiradore' y estudiante', doctore' y gánster'
Naturale' y con implante', los adulto' y los infante'
En Barcelona y Alicante (Ey, ey), en Santurce y Almirante (¡Ey, ey, ey!)
Cruzando la calle con los Beatle'
Damian Lillard y otro buzzer beater (Prr)
El que quiera, que me tire
Otra cosa es que yo mire, nah, nah, nah, ja
Yo soy un pitcher, yo soy un pitcher, ey
Y este es otro juego que me voy no hitter (Huh)
Vengo de PR, tierra de Clemente, a mí sin cojone' me tienen to' lo' Jeter (Un mamabicho), ey
Los hater' no salen, yo nunca los veo en la calle, pa' mí que ello' viven en Twitter, ja, ey, okey
Estoy ocupado haciendo dinero
So no tengo tiempo pa' cuidar mis hijo', que ninguno cobra más de lo que cobra la babysitter, jeje
Papi, vámono' ya, quiero chingar
Okey, okey, dame un break, mami, ja (Ey)
Te escupo la boca, te jalo el pelo
Te doy con el bicho y con el lelo
En el jet privado, un polvo en el cielo
Hoy quiero una puta, una modelo, ey (Ay, ay)
Ah, mami, chapéame, no me molesta, je
Que despué' yo te voy a romper con el néctar (Ay-Ay)
[Coro: Bad Bunny & Arcángel]
Y ya le di a los do', la amiga repitió
Wow, qué rico me lo mamó, en la boca de la otra se la echó
Hola, jaja, mi nombre es Benito, un gusto, un placer
Hoy chingaste con una leyenda que no va a volver a nacer
Y yo la vi, anda con do', la amiga me miró
Al VIP se pegó, claro que sí, claro que entró
Hola, mi nombre es Austin, un gusto, un placer
Estás escuchando a una leyenda que no va a volver a nacer, no

[Outro: Arcángel & Bad Bunny]
¡Uh!
Ejem, ejem, ejem, ejem
Yeah (Wuh-wuh)
Yeah-yeah-yeah-yeah
Yeah-yeah-yeah-yeah, eh
Oh (Probando)
Señor Santos y el Señor Martínez once again (Wuh; yessir)
El Fenómeno (¡Auh!)
Arcángel, pa, je (Yessir)
Ey, Bad Bunny, baby (EHXX The Professor)
Bad Bunny, baby (It's Flow Factory)
Bad Bunny, baby
Bad Bunny, baby (Ey)
¡Wuh-uh!
Bad Bunny, baby, ey
Bad Bunny, baby, ey
Bad Bunny, baby, ba-ba-ba, bi-di-bam-bam-bum-bum1Embed"
New Music Friday_31,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,Stephen Sanchez,Until I Found You (with Em Beihold) - Em Beihold Version,176440,89,False,0.551,0.55,10,-5.339,1,0.0286,0.777,0,0.202,0.342,101.19,3,Missing Lyrics
New Music Friday_32,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,202395,85,True,0.733,0.436,10,-10.489,1,0.08,0.258,0.000573,0.157,0.0976,96.985,4,"TranslationsEspañolFrançaisPortuguês中文HrvatskiMagyarItalianoУкраїнськаTürkçeNederlandsSvenskaDeutschLavender Haze Lyrics[Intro]
Meet me at midnight

[Verse 1]
Staring at the ceiling with you
Oh, you don't ever say too much
And you don't really read into
My melancholia

[Pre-Chorus]
I been under scrutiny (Yeah, oh, yeah)
You handle it beautifully (Yeah, oh, yeah)
All this shit is new to me (Yeah, oh, yeah)

[Chorus]
I feel the lavender haze creeping up on me
Surreal
I'm damned if I do give a damn what people say
No deal
The 1950s shit they want from me
I just wanna stay in that lavender haze

[Verse 2]
All they keep asking me (All they keep asking me)
Is if I'm gonna be your bride
The only kinda girl they see (Only kinda girl they see)
Is a one-night or a wife
See Taylor Swift LiveGet tickets as low as $220You might also like[Pre-Chorus]
I find it dizzying (Yeah, oh, yeah)
They're bringing up my history (Yeah, oh, yeah)
But you weren't even listening (Yeah, oh, yeah)

[Chorus]
I feel the lavender haze creepin' up on me
Surreal
I'm damned if I do give a damn what people say
No deal
The 1950s shit they want from me
I just wanna stay in that lavender haze

[Post-Chorus]
That lavender haze

[Bridge]
Talk your talk and go viral
I just need this love spiral
Get it off your chest
Get it off my desk (Get it off my desk)
Talk your talk and go viral
I just need this love spiral
Get it off your chest
Get it off my desk
[Chorus]
I feel (I feel), the lavender haze creeping up on me
Surreal
I'm damned if I do give a damn what people say
No deal (No deal)
The 1950s shit they want from me
I just wanna stay in that lavender haze

[Outro]
Get it off your chest
Get it off my desk
That lavender haze
I just wanna stay
I just wanna stay in that lavender haze35Embed"
New Music Friday_33,spotify:track:1qEmFfgcLObUfQm0j1W2CK,Harry Styles,Late Night Talking,177954,86,False,0.714,0.728,10,-4.595,1,0.0468,0.298,0,0.106,0.901,114.996,4,"TranslationsTürkçeEspañolPortuguêsहिन्दीDeutschFrançaisLate Night Talking Lyrics[Verse 1]
Things haven't been quite the same
There's a haze on the horizon, babe
It's only been a couple of days and I miss you, mmm, yeah
When nothing really goes to plan
You stub your toe or break your camera
I'll do everything I can to help you through

[Pre-Chorus]
If you're feeling down, I just wanna make you happier, baby
Wish I was around, I just wanna make you happier, baby

[Chorus]
We've been doin' all this late-night talkin'
'Bout anything you want until the morning
Now you're in my life
I can't get you off my mind

[Verse 2]
I've never been a fan of change
But I'd follow you to any place
If it's Hollywood or Bishopsgate, I'm coming, too

[Pre-Chorus]
If you're feeling down, I just wanna make you happier, baby
Wish I was around, I just wanna make you happiеr, baby
See Harry Styles LiveGet tickets as low as $55You might also like[Chorus]
We've been doin' all this late-night talkin'
'Bout anything you want until thе morning
Now you're in my life
I can't get you off my mind

[Post-Chorus]
Can't get you off my mind
Can't get you off my mind (Can't get you off my mind)
I won't even try (I won't even try)
To get you off my mind (Get you off my mind)

[Chorus]
We've been doin' all this late-night talkin'
'Bout anything you want until the morning
Now you're in my life
I can't get you off my mind

[Post-Chorus]
Can't get you off my mind (All this late-night talking)
Can't get you off my mind (All this late-night talking)
I won't even try (All this late-night talking)
Can't get you off my— (All this late-night talking)26Embed"
New Music Friday_34,spotify:track:26b3oVLrRUaaybJulow9kz,Libianca,People,184791,85,False,0.573,0.422,10,-7.621,0,0.0678,0.551,1.31e-05,0.102,0.693,124.357,5,"People Lyrics[Intro]
Oh-oh-oh-oh
Mhmm, mhmm
From Bamenda, it's Libianca
Oh-oh (A-yo, Mage, it's yo' beat)

[Post-Chorus]
I've been drinking more alcohol for the past five days
Did you check on me?
Now, did you look for me?
I walked in the room, eyes are red and I don't smoke banga
Did you check on me? (Did you check on me?)
Now, did you notice me?

[Verse 1]
Nobody wey know the paranoia oh
'Cause I put a smile on my face
A façade you can never face (Ooh)
And if you don't know me well, well, oh
You won't see how buried I am inside my grave
Inside my grave

[Chorus]
'Cause you see peoplе, people, peoplе, people
Don't really know you
They don't really know you
'Cause you see people, people, people
They don't really know you
They don't really know—
You might also like[Post-Chorus]
I've been drinking more alcohol for the past five days
Did you check on me?
Now, did you look for me?
I walked in the room, eyes are red and I don't smoke banga
Did you check on me? (Did you check on me?)
Now, did you notice me?

[Verse 2]
Oh, holy father
Oh, holy father, I dey try fo hold my head
I say make you no leave me diko
Oh, holy father (Yeah-yeah)
Oh, make you try fo understand
Yahoo girl no dey for here

[Chorus]
'Cause you see people, people, people, people
Don't really know you (They don't really know you)
They don't really know you
'Cause you see people, people, people
They don't really know you (Mmm)
They don't really know—

[Post-Chorus]
I've been drinking more alcohol for the past five days
Did you check on me?
Now, did you look for me?
I walked in the room, eyes are red and I don't smoke banga
Did you check on me? (Did you check on me?)
Now, did you notice me?
I've been drinking more alcohol for the past five days
Did you check on me?
Now, did you look for me?
I walked in the room, eyes are red and I don't smoke banga
Did you check on me? (Did you check on me?)
Now, did you notice me?
[Outro]
I've been drinking more alcohol for the past five days
Did you check on me?1Embed"
New Music Friday_35,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,SZA,Nobody Gets Me,180853,86,True,0.358,0.284,7,-8.285,1,0.0285,0.805,0,0.183,0.276,99.796,3,"TranslationsEspañolPortuguêsNobody Gets Me Lyrics[Verse 1]
Took a long vacation
No make-up, just JAY-Z
You were balls-deep, now we beefin'
Had me butt-naked at the MGM
So wasted, screamin', ""Fuck that""
Blurry now, but I meant it then
Hurry now, baby, stick it in
'Fore the memories get to kickin' in

[Pre-Chorus]
It's too late, I don't wanna lose

[Chorus]
What's left of you
How am I supposed to tell you
I don't wanna see you with anyone but me?
Nobody gets me like you
How am I supposed to let you go?
Only like myself when I'm with you
Nobody gets me, you do (Do)
You do
Nobody gets me, you do (Do)
You do
Nobody gets me, you do
You do
Nobody gets me, you do
See SZA LiveGet tickets as low as $109You might also like[Verse 2]
Took me out to the ballet
You proposеd, I went on the road
You was feelin' empty so you lеft me
Now I'm stuck dealin' with a deadbeat
If I'm real, I deserve less
If I was you, I wouldn't take me back
I pretend when I'm with a man it's you

[Pre-Chorus]
And I know that it's too late, I don't wanna lose

[Chorus]
What's left of you
How am I supposed to tell you
I don't wanna see you with anyone but me?
Nobody gets me like you
How am I supposed to let you go?
Only like myself when I'm with you
Nobody gets me, you do (Do)
You do
Nobody gets me, you do (Do)
You do
Nobody gets me, you do (Do)

[Outro]
You do
Nobody gets me, you do (Do)
Nobody gets me, you do6Embed"
New Music Friday_36,spotify:track:3WMj8moIAXJhHsyLaqIIHI,Zach Bryan,Something in the Orange,228013,85,False,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3,"Something in the Orange Lyrics[Verse 1]
It'll be fine by dusk light, I'm tellin' you, baby
These things eat at your bones and drive your young mind crazy
But when you place your head between my collar and jaw
I don't know much, but there's no weight at all

[Verse 2]
And I'm damned if I do and I'm damned if I don't
'Cause if I say I miss you, I know that you won't
But I miss you in the mornings when I see the sun
Somethin' in the orange tells me we're not done

[Chorus]
To you, I'm just a man; to me, you're all I am
Where the hell am I supposed to go?
I poisoned myself again, somethin' in the orange
Tells me you're never comin' home

[Verse 3]
I need to hear you say you've been waitin' all night
There's orange dancin' in your eyes from bulb light
Your voice only trembles when you try to speak
Take me back to us dancin', this wood used to creak

[Chorus]
To you, I'm just a man; to me, you're all I am
Where the hell am I supposed to go?
I poisoned myself again, somethin' in the orange
Tells me you're never comin' home
See Zach Bryan LiveGet tickets as low as $136You might also like[Chorus]
To you, I'm just a man; to me, you're all I am
Where the hell am I supposed to go?
I poisoned myself again, somethin' in the orange
Tells me you're never comin' home
If you leave today, I'll just stare at the way
The orange touches all things around
The grass, trees, and dew, how I just hate you
Please turn those headlights around
Please turn those headlights around1Embed"
New Music Friday_37,spotify:track:1Ame8XTX6QHY0l0ahqUhgv,Måneskin,THE LONELIEST,247067,81,False,0.519,0.595,2,-5.001,1,0.0283,0.00151,0,0.0762,0.237,129.786,4,"TranslationsPortuguêsItalianoFrançaisTHE LONELIEST Lyrics[Intro]
You'll be the saddest part of me
A part of me that will never be mine
It's obvious
Tonight is gonna be the loneliest
You're still the oxygen I breathe
I see your face when I close my eyes
It's torturous
Tonight is gonna be the loneliest

[Verse 1]
There's a few lines that I have wrote
In case of death, that's what I want
That's what I want
So don't be sad when I'll be gone
There's just one thing I hopе you know
I loved you so
'Cause I don't evеn care about the time I've got left here
The only thing I know now is that I want to spend it
With you, with you
Nobody else here
Tonight is gonna be the loneliest

[Chorus]
You'll be the saddest part of me
A part of me that will never be mine
It's obvious
Tonight is gonna be the loneliest
You're still the oxygen I breathe
I see your face when I close my eyes
It's torturous
Tonight is gonna be the loneliest
See Måneskin LiveGet tickets as low as $53You might also like[Verse 2]
I'm sorry but I gotta go
If you'll ever miss me
Give this song another go
And I just keep on thinking how you made me feel better
And all the crazy little things that we did together
In the end, in the end, it doesn't matter
If tonight is gonna be the loneliest

[Chorus]
You'll be the saddest part of me
A part of me that will never be mine
It's obvious
Tonight is gonna be the loneliest
You're still the oxygen I breathe
I see your face when I close my eyes
It's torturous
Tonight is gonna be the loneliest

[Guitar solo]

[Chorus]
You'll be the saddest part of me
A part of me that will never be mine
It's obvious
Tonight is gonna be the loneliest
You'll be the saddest part of me
A part of me that will never be mine
It's obvious
Tonight is gonna be the loneliest
You're still the oxygen I breathe
I see your face when I close my eyes
It's torturous
Tonight is gonna be the loneliest11Embed"
